food_item,calories,proteins,carbohydrates,fats,fibers,sugars,category,sodium,cholesterol,meal_type,water_intake,source_file
Goat Cheese - Flanders Dairy Products - 500g,205.0,14.0,3.5,15.0,0.0,0.0,,0.0,,,,Food_5.csv
Paneer - Ananda - 200g,309.0,0.0,1.25,17.25,0.0,2.5,,18.5,,,,Food_5.csv
Mother Dairy Ultimate Dahi - 400g,75.0,3.7,5.0,4.5,0.0,0.0,,0.0,,,,Food_5.csv
Diet Coke Mobile Pack - Coca-Cola - 500ml,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,Food_5.csv
Juice,,,,,,,,0.0,,,,Food_5.csv
Jalapeno Slices - Tify - 190g,5.0,0.21,1.16,0.02,,,,,,,,Food_5.csv
Vikas Saxena - Oyes - 25g,400.0,9.3,76.8,6.5,,19.6,,,,,,Food_5.csv
milk - smartpaper - 1letter,,,,,,,,0.0,,,,Food_5.csv
Naturamore - Naturamore nutraceutical - 350gm,357.0,40.0,50.0,2.38,,,,0.3,,,,Food_5.csv
die,,,,,,,,0.0,,,,Food_5.csv
Ghiotti Fusilli - Ghotti - 500g,292.0,10.0,59.2,1.2,2.2,0.9,,0.05,,,,Food_5.csv
wafer cream rolls - tasty treat - 250g,422.0,4.0,70.0,14.0,,43.0,,,,,,Food_5.csv
Complan royale chocolate flavour - 500,419.0,,,,,,,,,,,Food_5.csv
Amul Belgian chocolate - 125g,34.8,,41.2,21.7,7.9,,,0.0,,,,Food_5.csv
Greek yogurt wild raspberry,110.0,6.7,17.0,1.8,,3.6,,0.44,,,,Food_5.csv
tomato ketchup - 1kg,10.0,0.0,78.0,1.0,,70.0,,1.0,,,,Food_5.csv
5 star - Cadbury - 5rs,,,,,,,,0.0,,,,Food_5.csv
parle,,,,,,,,0.0,,,,Food_5.csv
McVitie's Digestive,489.0,7.3,67.1,21.2,,16.1,,0.0,,,,Food_5.csv
patanjali Dant Kanti,,,,,,,,0.0,,,,Food_5.csv
Modern Brown Bread - 300g,,,,,,,,0.0,,,,Food_5.csv
Tata Salt - 100g,0.0,0.0,0.0,0.0,0.0,0.0,,98.298,,,,Food_5.csv
Handmade Chocolate Orange Honeycomb - Aldi - 250g,447.0,2.6,81.0,12.0,0.7,64.0,,0.53,,,,Food_5.csv
Dr. Oetker Funfoods -,,,,,,,,2.4,,,,Food_5.csv
Garlic & Herbs Buttery Spread - Amul - 100g,697.0,0.5,0.0,77.3,0.0,0.0,,0.0,,,,Food_5.csv
Idiyappam - Adyar Annapoorna - 5,369.0,6.7,82.3,1.4,0.5,0.0,,0.0,,,,Food_5.csv
mini soya chunks(BARI) - 50gm,0.111,,,0.0,52.0,13.0,,19.6,,,,Food_5.csv
real litchi,,,,,,,,1.17,,,,Food_5.csv
Tetley green tea ginger mint,,,,,,,,0.0,,,,Food_5.csv
whole wheat bread - nutribee - 300g,,,,,,,,0.0,,,,Food_5.csv
Bagrry's - 500g,403.0,9.67,,6.0,10.7,5.0,,,,,,Food_5.csv
cheese balls - time out - 55g,2.32,0.131,46.32,,3.56,,,0.0,,,,Food_5.csv
Masala Oats - Peppy Tomato - Saffola - 39g,402.0,10.8,71.3,8.21,12.6,7.18,,,,,,Food_5.csv
O'Choco - PARLITE FOODS,470.0,6.5,74.5,16.2,,0.0,,0.0,,,,Food_5.csv
Queso - picon,268.0,10.0,6.0,23.0,,6.0,,0.65,,,,Food_5.csv
Patanjali Mango Drink - 500ml,63.0,0.65,15.1,0.0,,,,0.005,,,,Food_5.csv
Lune De Miel Honey100,0.0,0.0,0.0,,,0.0,,,,,,Food_5.csv
"Ranch - Hidden Valley - 1,1.18L",,,,,,,,0.0,,,,Food_5.csv
Nestle Nan,,0.0,,,,,,,,,,Food_5.csv
Hide And Seek - Parle - 33g,479.0,5.9,103.0,0.4,,,,,,,,Food_5.csv
Hot Chocolate - Cadbury - 200g,,,,,,,,0.0,,,,Food_5.csv
Garlic Paste - Mothers Recipie,,,,,,,,0.0,,,,Food_5.csv
Puffcorn,555.0,6.0,56.2,34.5,,1.0,,2.23,,,,Food_5.csv
Qamar Dates - 5KG,120.0,1.0,0.0,0.0,3.0,29.0,,0.0,,,,Food_5.csv
Ritter Sport Mini Mix 18er Beutel,549.0,6.9,53.0,34.0,,50.0,,0.21,,,,Food_5.csv
saffola masala oats - 39g,399.0,10.0,68.2,9.5,9.5,6.0,,6.096,,,,Food_5.csv
Marie biscuits - Bisk Farm - 300gram,413.0,0.0,4.74,13.01,0.0,2.06,,67.25,,,,Food_5.csv
Bestprice Udon - Topvalu - 71g,240.0,50.8,1.8,6.2,,,,,,,,Food_5.csv
White peach mochi - K. Minamoto - 20g,,,,,,,,0.0,,,,Food_5.csv
Ice cream stick (kulfi of pista malai flavour) - Amul - 1,385.0,,0.0,27.7,22.5,29.5,,4.7,,,,Food_5.csv
Tasti Smooshed Wholefood Balls - Berry Cashew & Cacao - 69g,390.0,7.0,62.4,12.2,8.5,48.4,,0.022,,,,Food_5.csv
Heeng ki tikiya - Dilbahar - 100g,,,,,,,,0.0,,,,Food_5.csv
Poha Mota - Rajdhani - 500g,390.0,,88.0,1.0,3.0,0.0,,0.03,,,,Food_5.csv
Pizza topping - Dr. Oetker - 100g,198.0,4.4,23.0,9.9,,21.3,,,,,,Food_5.csv
Lite Mixture - Haldiram's - 42g,504.0,13.0,50.0,28.0,,2.0,,,,,,Food_5.csv
Whoopies - Haldiram's - 45g,513.0,,0.1,29.0,5.0,59.0,,4.0,,,,Food_5.csv
Dream LITE - Anmol - 200g,502.0,7.7,64.0,24.0,,8.0,,,,,,Food_5.csv
Mountain Dew - 1,49.0,0.0,12.3,0.0,0.0,12.3,,0.041,,,,Food_5.csv
Tandoori Chicken Masala - Everest,214.0,9.0,40.0,2.0,,,,,,,,Food_5.csv
Manchow instant soup - Ching's - 15g,47.0,0.6,10.8,0.0,,,,2.977,,,,Food_5.csv
West Indies' Hot 'n' Sweet Chilli - Frito-lay - 52g,544.0,,0.1,33.0,6.0,54.7,,7.0,,,,Food_5.csv
Bikaneri Bhujia - Kurkure - 18g,627.0,11.8,33.5,49.5,,1.0,,2.596,,,,Food_5.csv
Gulab Jamun - Gits - 100g,420.0,17.0,57.0,13.6,,18.2,,0.0,,,,Food_5.csv
bru coffee - 100,0.0,0.0,0.0,0.0,0.2,0.0,,0.0,,,,Food_5.csv
Caulier Tripel 33 CL Fles -,1.0,0.01,0.5,0.5,,0.02,,0.01,,,,Food_5.csv
Roger Vidal,416.0,13.0,1.4,40.0,,0.5,,1.8,,,,Food_5.csv
saunf,,,,,,,,0.0,,,,Food_5.csv
super muesli no added sugar - yogabar - 700g,425.0,17.4,54.9,21.6,15.1,1.8,,0.15,,,,Food_5.csv
cod liver oil capsules - sanofu - 110,,,,,,,,0.0,,,,Food_5.csv
Good day cookies,507.0,7.4,68.0,7.4,,21.4,,,,,,Food_5.csv
Roasted Peanuts plain,673.0,25.8,12.2,57.9,,0.0,,0.0,,,,Food_5.csv
SUHANA MISAL MASALA,,,,,,,,12.5,,,,Food_5.csv
Coconut Oil - Fruit of the Earth - 500gm,,,,,,,,0.0,,,,Food_5.csv
Biscute - good,,,,,,,,0.0,,,,Food_5.csv
Ching's - 15g,331.0,8.67,72.0,1.0,,16.0,,,,,,Food_5.csv
Bournvita biscuit - Cadbury,457.0,7.3,73.6,15.3,,30.0,,0.902,,,,Food_5.csv
Mayi - 200,50.0,65.0,91.0,646.0,64.0,64.0,,31.0,,,,Food_5.csv
Dijon Mustard - Delouis Fils - 200g,198.0,8.0,2.0,16.0,,2.0,,6.1,,,,Food_5.csv
CORIANDER POWDER KitchenFeast - KitchenFeast The Superb Taste - 100g,,,,,,,,0.0,,,,Food_5.csv
Dabur,,,,,,,,37.0,,,,Food_5.csv
parachute - coconut oil - 100ml,900.0,0.0,0.0,100.0,0.0,0.0,,0.0,,,,Food_5.csv
Real Mixed fruit juice,53.0,0.2,13.4,0.0,,6.0,,0.0,,,,Food_5.csv
Glucon-D - 1kg,,,0.0,,0.0,,,,,,,Food_5.csv
Masala Cuppa Noodles - nestle - 70g,443.0,8.3,59.2,19.2,3.3,3.2,,3.39,,,,Food_5.csv
Little hearts - Britannia,488.0,7.0,70.0,24.5,,20.0,,0.0,,,,Food_5.csv
multi millet chikki,,,,,,,,0.0,,,,Food_5.csv
Mineral Water -,,0.004,,,,,,0.0,,,,Food_5.csv
Rio Mango Alfonso flavour,59.0,0.07,14.7,0.0,,14.7,,0.0,,,,Food_5.csv
Bounty minis - Mars nederland - 427.5g,140.0,,,7.4,,14.1,,0.07,,,,Food_5.csv
Maaza -,54.0,0.0,13.5,6.0,,13.0,,1.0,,,,Food_5.csv
manchurian rings - lite-n-fit - 80g,498.0,2.0,0.0,26.0,60.0,0.0,,3.0,,,,Food_5.csv
Cinnamon Toast Crunch Cereal - General Mills,419.0,0.0,4.84,9.68,0.0,3.23,,80.65,,,,Food_5.csv
Dairy milk,534.0,8.1,60.4,28.9,,57.3,,0.156,,,,Food_5.csv
Kissan Fresh Tomato Ketchup - 950gm,,,,,,,,28.0,,,,Food_5.csv
poprings - balaji - 30g,491.0,6.6,64.9,22.8,,3.1,,,,,,Food_5.csv
Haldiram's Moong Dal - haldirams - 18,476.0,21.31,50.66,20.93,7.52,0.0,,990.6,,,,Food_5.csv
Chocos Moons & Stars - Kellogg's - 28.6g,390.0,8.6,83.9,3.0,3.5,30.0,,0.4,,,,Food_5.csv
Red bull energy drink - 350ml,7.0,2.0,11.0,2.0,3.0,10.0,,5.0,,,,Food_5.csv
Hide & Seek Cashew Butter - Parle - 150g,510.0,,0.15,24.0,21.0,66.6,,6.8,,,,Food_5.csv
Dabur Chyawanprash - 575g,500.0,5.0,55.0,14.3,0.0,33.3,,0.0,,,,Food_5.csv
Honey - Dabur - 250g,320.0,0.0,80.0,0.0,0.0,80.0,,0.043,,,,Food_5.csv
Pura keto -,106.0,9.0,2.0,5.0,,0.0,,,,,,Food_5.csv
Peanut butter - Muscle blaze Bgreen,618.0,38.0,12.0,45.5,,,,,,,,Food_5.csv
Natura RAMSONS -  - 100ml,,,,,,,,0.0,,,,Food_5.csv
Unpolished Pulses (Mix Pulses) - Patanjali Ayurved Ltd. - 500g,1.96,0.0,0.0,,23.22,9.83,,0.0,,,,Food_5.csv
FAREX - 1,,,,,,,,0.0,,,,Food_5.csv
Dairy Milk Silk minis,543.0,7.8,58.5,31.1,,55.5,,0.151,,,,Food_5.csv
Hangyo Belgian Choclate Icecream,243.0,4.8,31.9,10.7,,23.1,,0.0,,,,Food_5.csv
Paper Boat,48.0,0.0,12.0,0.0,,5.0,,0.0,,,,Food_5.csv
Minute Maid Orange Juice,54.0,0.0,13.6,0.0,,11.0,,0.0,,,,Food_5.csv
Tropicana Apple Juice,47.0,0.2,11.5,0.0,,0.0,,,,,,Food_5.csv
Santra,53.0,0.0,13.4,0.0,,8.74,,0.0,,,,Food_5.csv
Misso,100.0,2.0,20.0,50.0,,4.0,,0.0,,,,Food_5.csv
Assam tea - strong & refreshing,332.0,,,,,,,,,,,Food_5.csv
asparagus - annai aravindh - 50g,,,,,,,,0.0,,,,Food_5.csv
fresh,,,,,,,,0.0,,,,Food_5.csv
aachi,,,,,,,,0.0,,,,Food_5.csv
Tomato Ketchup - Maggi - 22,139.0,1.2,33.5,0.0,,30.8,,2.565,,,,Food_5.csv
Dried Cranberries - Healthfull - 200g,338.0,0.75,82.33,0.69,,71.42,,,,,,Food_5.csv
Maggie Pazzta Chese Macaroni - Maggi,351.0,11.5,68.3,3.5,,2.5,,1.347,,,,Food_5.csv
Fanta cocktail de fruits,53.0,0.0,13.0,0.0,,13.0,,0.25,,,,Food_5.csv
PACK 4X50CL LAIT CROISSANCE CANDIA,65.0,2.6,8.0,2.5,,2.2,,,,,,Food_5.csv
Quinoa chips,480.0,6.8,63.7,21.0,,4.0,,1.9,,,,Food_5.csv
catch chat masala,,,,,,,,0.0,,,,Food_5.csv
Britannia Nutrichoice Digestive - britannnia - 250g,21.0,6.0,2.5,10.0,14.5,68.0,,8.0,,,,Food_5.csv
Bourbon - Britannia - 120g,488.0,72.0,7.7,20.0,0.0,2.2,,37.5,,,,Food_5.csv
Vedica - Bisleri - 1L,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,Food_5.csv
KitKat - Nestle - 55g,518.0,8.0,63.8,25.7,2.6,48.7,,,,,,Food_5.csv
Guava delight - Tropicana,57.0,0.0,14.4,0.0,,13.5,,0.0,,,,Food_5.csv
Maxirich - cipla - 30ml,,,,,,,,0.0,,,,Food_5.csv
elaichi rusk - madhurima - 500g,,,,,,,,0.0,,,,Food_5.csv
Kingfisher ultra,,,0.0,0.0,,,,,,,,Food_5.csv
Centerfresh Soft Chews,380.0,0.06,92.4,1.21,,68.0,,0.0,,,,Food_5.csv
Kamlesh - SENSODENT-K - 50g,50.0,,,,,,,0.0,,,,Food_5.csv
Pepsi - The Coca-Cola Company - 750ml,43.0,,,,,,,,,,,Food_5.csv
Lotte Choco Pie,439.0,3.929,67.857,17.143,,33.929,,0.536,,,,Food_5.csv
Roasted Crushed Peanuts - Haldiram's,499.0,12.5,55.0,25.5,,10.5,,2.43,,,,Food_5.csv
Moments - Ferrero Rocher,520.0,7.8,55.5,29.6,,29.6,,0.0,,,,Food_5.csv
Cornflour - Brown & polson - 100g,0.1,0.3,91.3,,0.9,0.0,,0.023,,,,Food_5.csv
Sugar - Madhur - 5kg,0.0,,0.0,,,99.4,,0.0,,,,Food_5.csv
Khatta Meetha - Bikano - 1kg,36.1,8.6,49.2,,0.0,14.0,,1.272,,,,Food_5.csv
Rusk Real Premium Elaichi - Parle - 400g,9.1,,25.1,,7.6,,,0.0,,,,Food_5.csv
St. D'vence moisturizer winter edition - 300ml,,,,,,,,0.0,,,,Food_5.csv
Sandwich bread - 100g,1.0,,,0.2,,,,0.0,,,,Food_5.csv
Milder Rahmjoghurt Haselnuss,170.0,3.1,13.9,11.2,,13.4,,,,,,Food_5.csv
Golden corn,359.0,16.1,66.87,3.1,,0.4,,0.0,,,,Food_5.csv
Kellogg's Chocos - 12,387.0,9.0,83.6,2.9,5.0,30.0,,0.825,,,,Food_5.csv
Cheese slices - Amul - 200g,25.0,20.0,1.4,,,,,,,,,Food_5.csv
Marie light - 200g,11.7,,,5.8,8.5,,,0.0,,,,Food_5.csv
Dairy milk milk chocolate - Mondelez,534.0,8.1,60.4,28.9,,57.3,,0.156,,,,Food_5.csv
act2 popcorn -,521.0,9.0,56.0,28.9,,0.3,,0.0,,,,Food_5.csv
Frooti Mango Drink - Parle Agro - 150ml,65.0,0.0,16.2,0.0,,15.7,,0.0,,,,Food_5.csv
bournvita - cadbury - 25,,,,,,,,0.0,,,,Food_5.csv
Riz basmati - Alishaan Superba,349.0,8.0,78.0,0.5,1.5,,,,,,,Food_5.csv
Oats Original Unsweetened,43.0,1.15,7.25,1.05,0.65,4.2,,0.111,,,,Food_5.csv
Enerzal - 500g,86.0,,,,,,,,,,,Food_5.csv
Nature power papaya soap - 125g,,,,,,,,0.0,,,,Food_5.csv
formula 1 - Herbalife - 500g,6.4,,17.0,,36.0,12.0,,0.0,,,,Food_5.csv
Vitamin D3 - Holland And Barrett - 100,,,,,,,,0.0,,,,Food_5.csv
Hing (Asafoetida) - Catch - 50g,9.58,,2.2,,8.02,,,0.0,,,,Food_5.csv
Bhujia - Haldiram - 400,571.0,11.429,42.857,40.0,4.3,2.857,,2.0,,,,Food_5.csv
Creme 4 Fun - Dukes - 150g,15.3,,30.6,,6.6,,,0.0,,,,Food_5.csv
Cassonade Saint Louis,396.0,0.0,99.0,0.0,,99.0,,0.0,,,,Food_5.csv
50-50 sweet and salt - Britannia,,,,,,,,0.0,,,,Food_5.csv
Fruit salt lemon flavor - Eno - 5g,,,,,,,,0.0,,,,Food_5.csv
FUNFOODS PEANUT BUTTER - Dr. Oetker,641.0,26.3,19.3,51.0,,7.5,,0.0,,,,Food_5.csv
Tropicana - 200ml,49.0,0.0,12.3,0.0,0.0,12.0,,0.0,,,,Food_5.csv
Bolacha Manteiga Belgas - Chabrior,478.0,7.1,72.2,17.6,0.0,32.1,,0.6,,,,Food_5.csv
Excel - Polar Ice - 12,178.0,0.0,71.429,0.0,,71.429,,0.0,,,,Food_5.csv
veeba white pasta dressing - 285g,254.0,,0.1,21.63,4.85,11.96,,2.92,,,,Food_5.csv
Appy - Parle Agro,63.0,0.0,15.8,0.0,0.0,15.8,,0.042,,,,Food_5.csv
Coca Cola,44.0,0.0,11.0,0.0,0.0,11.0,,,,,,Food_5.csv
Taka-tak - Haldiram's,551.0,5.99,55.2,34.06,0.0,1.5,,1.369,,,,Food_5.csv
Classic chips - Lay's,100.0,1.25,9.375,6.25,0.625,0.625,,0.266,,,,Food_5.csv
chocolate cranberry museli - yoga bar - 700g,13.2,230.0,6.75,,12.3,9.5,,0.0,,,,Food_5.csv
Chickpeas Tyson - Katoomba,345.0,22.0,51.0,2.0,,8.0,,,,,,Food_5.csv
wheat khari - new poona bakery - 1,,,,,,,,0.0,,,,Food_5.csv
Noodles,371.0,11.92,79.81,0.52,,1.48,,0.0,,,,Food_5.csv
Tavuk Salam -,240.0,11.0,4.0,20.0,,0.2,,2.5,,,,Food_5.csv
pediasure - 400gm,0.5,11.0,77.5,,0.0,12.0,,0.686,,,,Food_5.csv
"Sunfeast Nice, 75 g",,,,,,,,0.0,,,,Food_5.csv
drinking water - clear - 1l,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,Food_5.csv
Bavaria mango passion,,,,0.0,,,,,,,,Food_5.csv
Sea salted whole cashews,571.0,17.857,28.571,46.429,,7.143,,1.518,,,,Food_5.csv
Maaza - Coca-Cola,60.0,0.0,15.0,0.0,,13.0,,,,,,Food_5.csv
Chips - Pringles,523.0,5.0,62.8,7.0,,0.4,,1.172,,,,Food_5.csv
tarij - Pepsico,,,,,,,,0.0,,,,Food_5.csv
kurkure -,,,,,,,,0.0,,,,Food_5.csv
Yoga Bar Steel Cut Oats,398.0,17.8,65.1,7.4,,0.0,,0.0,,,,Food_5.csv
Patanjali Honey - 1kg,320.0,0.0,80.0,0.0,0.0,80.0,,0.05,,,,Food_5.csv
Hing Asafoetida - Catch - 100g,9.58,,2.2,,8.02,,,0.0,,,,Food_5.csv
dairy milk silk - Cadbury - 250g.,,,,,,,,0.0,,,,Food_5.csv
Hide and seek -bourbon,466.0,6.667,73.333,16.667,,40.0,,0.25,,,,Food_5.csv
Ching's Secret Manchurian noodles,100.0,2.8,15.3,3.0,,0.0,,1.0,,,,Food_5.csv
Limca - Coca Cola - 2L,44.0,0.0,11.0,0.0,0.0,11.0,,0.0,,,,Food_5.csv
potazos - Britannia,,,,,,,,0.0,,,,Food_5.csv
yoga bar 20g protein hazelnut,464.0,13.0,429.0,23.0,23.7,34.6,,29.7,,,,Food_5.csv
KitKat,453.0,7.8,60.9,19.8,27.0,39.5,,0.289,,,,Food_5.csv
Apple Juice - Tropicana,94.0,0.4,22.9,0.0,,0.0,,,,,,Food_5.csv
Cashew Mandel Mix - chili - Snack Fun,639.0,22.8,21.0,51.5,,5.1,,0.68,,,,Food_5.csv
Greek yogurt,85.0,7.0,8.8,2.4,,5.6,,0.104,,,,Food_5.csv
Karak tea,42.0,,,13.333,,,,,,,,Food_5.csv
Peanut Butter Creamy,640.0,33.333,13.333,53.333,,0.0,,0.0,,,,Food_5.csv
asitis - 500g,0.0,0.0,0.0,,27.0,0.0,,0.0,,,,Food_5.csv
Farali mixture - Badalia Foods - 25g,43.0,4.0,4.0,,7.0,4.0,,0.0,,,,Food_5.csv
Nouille masala - Nestle,427.0,8.0,63.5,15.7,,1.2,,2.931,,,,Food_5.csv
Monaco,494.0,7.8,68.4,21.0,,7.8,,,,,,Food_5.csv
Schezwan Chutney,143.0,2.0,18.667,6.667,,3.333,,4.93,,,,Food_5.csv
BRITANNIA - GOOD DAY - 38g,494.0,7.0,67.0,22.0,,22.0,,,,,,Food_5.csv
Allo Matar,130.0,2.0,11.0,8.0,,0.3,,0.8,,,,Food_5.csv
Hard Candy - Coastal Bay confections - 85g,205.0,0.0,94.118,0.0,0.0,0.0,,0.0,,,,Food_5.csv
Amul Masti Buttermilk - 200,57.0,,0.1,3.0,3.6,3.6,,3.0,,,,Food_5.csv
Exotic dark - Hershey's,453.0,1.74,80.5,13.7,,64.7,,0.152,,,,Food_5.csv
Thumbs up - Coca-Cola,39.0,0.0,9.7,0.0,0.0,0.0,,,,,,Food_5.csv
tomato discs - 60g,505.0,8.0,59.2,26.3,0.0,6.2,,,,,,Food_5.csv
CornFlakes Almond Honey - Kellogg's,80.0,6.2,81.9,8.7,1.8,30.0,,1.075,,,,Food_5.csv
Manna Oats - Steel Cut,402.0,11.0,67.0,10.0,14.0,2.0,,,,,,Food_5.csv
Organic almond,28.0,1.05,1.5,2.0,,0.1,,,,,,Food_5.csv
Orange Delight - Tropicana,50.0,0.1,12.4,0.0,0.0,12.0,,,,,,Food_5.csv
Maggi,389.0,8.2,59.6,13.5,2.0,1.8,,,,,,Food_5.csv
Hershy's Kisses cookies 'n' creme - Hershey's,534.0,8.8,57.3,30.0,,51.7,,0.348,,,,Food_5.csv
Coconut Milk Powder - Maggi,704.0,8.0,10.0,63.4,0.7,6.0,,,,,,Food_5.csv
Rich Tomato Ketchup - Maggi,139.0,1.2,33.5,0.0,1.8,30.8,,,,,,Food_5.csv
2 minute noodle - Maggi,389.0,0.0,59.6,13.5,2.0,1.8,,2.571,,,,Food_5.csv
Oreo -,483.0,5.2,71.9,19.6,0.0,38.8,,1.05,,,,Food_5.csv
Kissan peanut butter - 350g,627.0,25.7,20.7,49.3,8.67,10.7,,0.672,,,,Food_5.csv
Pepper Thattai - Adyar Ananda Bhavan - 250g,0.0,10.0,40.0,46.7,3.33,0.0,,1.58,,,,Food_5.csv
Rolled oats,363.0,13.1,62.5,6.7,9.6,0.87,,,,,,Food_5.csv
Minute maid - 1,52.0,0.0,0.0,13.0,0.0,0.0,,0.0,,,,Food_5.csv
Rolled Oats - True Elements - 40g,363.0,13.1,62.5,6.7,9.67,0.87,,0.008,,,,Food_5.csv
Doodh Biscuits,465.0,7.4,68.8,17.8,6.0,20.4,,0.0,,,,Food_5.csv
S Sunil medical khargon - 3,,,,,,,,0.0,,,,Food_5.csv
Chupa chups butes,364.0,2.8,83.0,1.9,,59.0,,,,,,Food_5.csv
Bourbon - Britannia - 60g,488.0,5.0,72.0,20.0,,37.5,,0.0,,,,Food_5.csv
Perrier Citron,0.0,0.0,0.0,0.0,,0.0,,0.96,,,,Food_5.csv
Milkshake vanilla Ice cream flavor - Hershey's,159.0,3.0,29.0,3.2,,29.0,,0.258,,,,Food_5.csv
Gorus cookies - Haldiram's,519.0,7.35,58.82,27.58,3.11,26.04,,0.116,,,,Food_5.csv
Chatpata Dal - Haldiram's,462.0,19.5,57.3,17.3,18.4,4.1,,1.948,,,,Food_5.csv
peach - Coca-Cola,56.0,0.0,14.1,0.0,,13.9,,,,,,Food_5.csv
Olive oil extra virgin - Bertolli,821.0,0.0,0.0,91.0,,0.0,,0.0,,,,Food_5.csv
Choco mint protein shake,77.0,9.0,9.75,0.29,0.0,7.48,,0.6,,,,Food_5.csv
Yoga Bar,467.0,29.857,33.429,23.714,13.143,22.857,,0.968,,,,Food_5.csv
Atta Maggi,393.0,8.0,63.3,13.0,4.8,2.7,,2.052,,,,Food_5.csv
snac tac mango jam - 100g,293.0,0.5,71.8,0.4,0.0,67.3,,0.401,,,,Food_5.csv
Lassi Mango - Amul,86.0,2.2,14.5,2.2,0.0,10.1,,,,,,Food_5.csv
Premium Jaggery pieces - Rasmalai Gold - 800g,380.0,0.33,94.61,0.04,,,,,,,,Food_5.csv
Thoughtful Kabuki Channa - Namdharis - 500gms,369.0,18.2,66.62,5.01,11.11,2.0,,,,,,Food_5.csv
Thoughtful Organic Whole Wheat - Namdharis - 1KG,372.0,11.9,76.0,2.26,12.17,,,,,,,Food_5.csv
Shami Kabab - Vezlay Food Pvt Ltd. - 500,36.0,15.27,19.1,1.5,4.18,0.0,,5572.15,,,,Food_5.csv
Budweiser Beats - AB InBev - 250ml,39.0,0.0,9.0,0.0,,9.0,,,,,,Food_5.csv
desiccated coconut powder - sheer coco - 100g,687.0,9.6,,62.5,8.5,,,,,,,Food_5.csv
Nivea shea smooth body milk,,,,,,,,0.0,,,,Food_5.csv
Schezwan Sauce,30.0,0.0,0.0,2.5,0.0,0.0,,0.0,,,,Food_5.csv
Dried Cranberries - Nutraj - 180g,354.0,0.99,86.47,0.51,,49.69,,,,,,Food_5.csv
Bingo Mad Angles PIZZA..AAAAH - ITC - 36.5g,,,,,,,,0.0,,,,Food_5.csv
Amul Lassi,87.0,2.0,14.0,2.0,,25.3,,,,,,Food_5.csv
Cadbury celebrations - chocolates - 135.7g,27.7,,61.2,,5.9,,,,,,,Food_5.csv
full bloom,,,,,,,,0.0,,,,Food_5.csv
Popcorn - 15,574.0,7.0,49.0,39.0,8.0,0.0,,,,,,Food_5.csv
Kelloggs - kellogg's - 240g,398.0,8.0,80.0,6.0,5.0,16.0,,0.15,,,,Food_5.csv
Frooti - parle Agro - 150ml,65.0,0.0,16.2,2.5,,15.5,,,,,,Food_5.csv
5star - Cadbury - 25g,447.0,3.3,72.7,15.9,,60.5,,0.378,,,,Food_5.csv
Cracker - Britannia - 100g,15.0,,0.5,,10.0,0.0,,0.0,,,,Food_5.csv
Badam drink mix - MTR - 500g,382.0,4.8,80.0,4.8,1.1,76.0,,0.132,,,,Food_5.csv
Dairy Milk Silky Bubbly BubbleGum - Cadbury - 120g,544.0,58.3,0.1,31.6,58.9,25.1,,,,,,Food_5.csv
Micronized Creatine Powder - Optimum Nutrition - 250g,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,Food_5.csv
Gatorade,24.0,0.0,6.0,0.0,0.0,6.0,,,,,,Food_5.csv
yippee noodles (ITC) -  - 420g,459.0,62.6,2.6,20.1,0.1,128.5,,4.6,,,,Food_5.csv
Jamaican All Spice - 1,,,,,49.2,,,,,,,Food_5.csv
Jolochip,0.0,14.2,21.4,30.8,,0.0,,,,,,Food_5.csv
Creamy Dark Chocolate Peanut Butter - Muscle Blaze - 750g,610.0,3.02,10.35,45.42,18.32,21.85,,30.0,,,,Food_5.csv
Tropicana,57.0,0.0,14.4,0.0,,13.5,,,,,,Food_5.csv
Ragi with oats biscuits,463.0,6.13,64.31,20.23,6.86,3.13,,,,,,Food_5.csv
Sweet cream vanilla,65.0,2.3,14.1,2.3,2.5,3.0,,,,,,Food_5.csv
Jaw dropping skin,900.0,0.0,100.0,0.0,,100.0,,22.5,,,,Food_5.csv
Badam Shakers,104.0,3.0,13.0,4.5,0.0,13.0,,0.105,,,,Food_5.csv
Sweet Cannoman Peanut Butter,592.0,22.05,30.3,42.53,6.93,17.89,,0.112,,,,Food_5.csv
Masala delight,469.0,9.0,65.7,19.0,2.0,2.0,,4.05,,,,Food_5.csv
Green Chilli Pickle - Engine,118.0,,0.0,7.63,,9.41,,2.97,,,,Food_5.csv
Patal pohe chiwda - Kaka Halwai sweets - 250g,,,,,,,,0.0,,,,Food_5.csv
Hi-Nutrition Breakfast Cereal,421.0,12.3,78.2,6.6,5.5,4.5,,0.578,,,,Food_5.csv
Waffy,480.0,4.0,74.6,18.4,,52.6,,,,,,Food_5.csv
Juzt Jelly,346.0,0.02,86.0,0.0,,74.0,,0.0,,,,Food_5.csv
Peanut butter,194.0,10.0,7.0,15.0,3.0,1.0,,,,,,Food_5.csv
Sizzlin hot nacho,520.0,7.4,60.4,27.7,,4.9,,1.608,,,,Food_5.csv
Multani rajbhogprash,357.0,0.0,78.7,4.6,3.7,60.1,,,,,,Food_5.csv
